,Application,Object_Name,Object_Type,COUNT.Version.Changes,Defect,fit.cluster
461,H,/SFTCMX/DO103FX,PROG,5,0,2
462,E,/SFTCMX/DO104DX,PROG,5,0,2
463,I,/SFTCMX/DO104FX,PROG,7,0,2
464,G,/SFTCMX/DO105DX,PROG,5,0,2
465,B,/SFTCMX/DO105FX,PROG,7,0,2
466,D,/SFTCMX/DO106DX,PROG,5,0,2
467,C,/SFTCMX/DO106FX,PROG,7,0,2
468,J,/SFTCMX/DO107DX,PROG,5,0,2
469,H,/SFTCMX/DO107FX,PROG,7,0,2
470,I,/SFTCMX/DO203DX,PROG,5,0,2
471,D,/SFTCMX/DO203FX,PROG,7,0,2
472,A,/SFTCMX/DO204DX,PROG,7,0,2
473,H,/SFTCMX/DO204FX,PROG,7,0,2
474,B,/SFTCMX/DO302DX,PROG,7,0,2
475,H,/SFTCMX/DO302FX,PROG,7,0,2
476,A,/SFTCMX/DO303DX,PROG,7,0,2
477,B,/SFTCMX/DO303FX,PROG,7,0,2
478,A,/SFTCMX/DO305DX,PROG,7,0,2
479,J,/SFTCMX/DO305FX,PROG,7,0,2
480,A,/SFTCMX/DO306DX,PROG,5,0,2
481,A,/SFTCMX/DO306FX,PROG,7,0,2
482,H,/SFTCMX/DO401DX,PROG,7,0,2
483,C,/SFTCMX/DO401FX,PROG,7,0,2
484,F,/SFTCMX/DO402DX,PROG,7,0,2
485,A,/SFTCMX/DO402FX,PROG,7,0,2
486,A,/SFTCMX/DO501DX,PROG,5,0,2
487,D,/SFTCMX/DO501FX,PROG,7,0,2
488,E,/SFTCMX/DO502DX,PROG,5,0,2
489,I,/SFTCMX/DO502FX,PROG,7,0,2
490,D,/SFTCMX/DO504DX,PROG,5,0,2
491,D,/SFTCMX/DO504FX,PROG,7,0,2
492,I,/SFTCMX/DO507DX,PROG,7,0,2
493,C,/SFTCMX/DO507FX,PROG,7,0,2
494,C,/SFTCMX/DO601DX,PROG,7,0,2
495,H,/SFTCMX/DO601FX,PROG,7,0,2
496,I,/SFTCMX/DO602DX,PROG,7,0,2
497,A,/SFTCMX/DO602FX,PROG,7,0,2
498,A,/SFTCMX/DO603DX,PROG,5,0,2
499,I,/SFTCMX/DO603FX,PROG,5,0,2
500,F,/SFTCMX/DO604DX,PROG,5,0,2
501,D,/SFTCMX/DO604FX,PROG,5,0,2
502,J,/SFTCMX/DO606DX,PROG,7,0,2
503,H,/SFTCMX/DO606FX,PROG,7,0,2
504,D,/SFTCMX/DRAWBACK,FUGR,7,0,2
505,A,/SFTCMX/EXPORT,FUGR,7,0,2
506,D,/SFTCMX/GF001,FUGR,7,0,2
507,J,/SFTCMX/GF002,FUGR,7,0,2
508,E,/SFTCMX/GFI101X,FUGR,7,0,2
509,D,/SFTCMX/GFI201X,FUGR,7,0,2
510,C,/SFTCMX/GFI202X,FUGR,7,0,2
511,G,/SFTCMX/GFI203X,FUGR,7,0,2
512,J,/SFTCMX/GFI205X,FUGR,7,0,2
513,I,/SFTCMX/GFI206X,FUGR,7,0,2
514,H,/SFTCMX/GFI207X,FUGR,7,0,2
515,I,/SFTCMX/GFI301X,FUGR,7,0,2
516,H,/SFTCMX/GFI302X,FUGR,7,0,2
517,C,/SFTCMX/GFI304X,FUGR,7,0,2
518,H,/SFTCMX/GFI305X,FUGR,7,0,2
519,C,/SFTCMX/GFI306X,FUGR,7,0,2
520,A,/SFTCMX/GFI307X,FUGR,7,0,2
521,G,/SFTCMX/GFI400X,FUGR,7,0,2
522,E,/SFTCMX/GFI401X,FUGR,7,0,2
523,C,/SFTCMX/GFI402X,FUGR,7,0,2
524,G,/SFTCMX/GFI501X,FUGR,7,0,2
525,I,/SFTCMX/GFI502X,FUGR,7,0,2
526,C,/SFTCMX/GFI503X,FUGR,7,0,2
527,E,/SFTCMX/GFI504X,FUGR,7,0,2
528,J,/SFTCMX/GFI505X,FUGR,6,0,2
529,D,/SFTCMX/GFO101X,FUGR,7,0,2
530,F,/SFTCMX/GFO102X,FUGR,7,0,2
531,C,/SFTCMX/GFO103X,FUGR,7,0,2
532,B,/SFTCMX/GFO104X,FUGR,7,0,2
533,G,/SFTCMX/GFO105X,FUGR,7,0,2
534,J,/SFTCMX/GFO106X,FUGR,7,0,2
535,H,/SFTCMX/GFO107X,FUGR,7,0,2
536,A,/SFTCMX/GFO203X,FUGR,7,0,2
537,C,/SFTCMX/GFO204X,FUGR,7,0,2
538,I,/SFTCMX/GFO302X,FUGR,7,0,2
539,F,/SFTCMX/GFO303X,FUGR,7,0,2
540,G,/SFTCMX/GFO305X,FUGR,7,0,2
541,G,/SFTCMX/GFO306X,FUGR,7,0,2
542,E,/SFTCMX/GFO401X,FUGR,7,0,2
543,B,/SFTCMX/GFO402X,FUGR,7,0,2
544,H,/SFTCMX/GFO501X,FUGR,7,0,2
545,C,/SFTCMX/GFO502X,FUGR,7,0,2
546,F,/SFTCMX/GFO504X,FUGR,7,0,2
547,B,/SFTCMX/GFO507X,FUGR,7,0,2
548,J,/SFTCMX/GFO601X,FUGR,7,0,2
549,G,/SFTCMX/GFO602X,FUGR,7,0,2
550,I,/SFTCMX/GFO603X,FUGR,7,0,2
551,I,/SFTCMX/GFO604X,FUGR,7,0,2
552,F,/SFTCMX/GFO606X,FUGR,7,0,2
553,F,/SFTCMX/I101X,PROG,7,0,2
554,D,/SFTCMX/I201X,PROG,7,0,2
555,I,/SFTCMX/I202X,PROG,7,0,2
556,A,/SFTCMX/I203X,PROG,7,0,2
557,G,/SFTCMX/I205X,PROG,7,0,2
558,C,/SFTCMX/I206X,PROG,7,0,2
559,H,/SFTCMX/I207X,PROG,7,0,2
560,C,/SFTCMX/I301X,PROG,7,0,2
561,G,/SFTCMX/I302X,PROG,7,0,2
562,A,/SFTCMX/I303X,PROG,7,0,2
563,D,/SFTCMX/I303X_DATA,PROG,7,0,2
564,G,/SFTCMX/I303X_FORM,PROG,7,0,2
565,A,/SFTCMX/I303X_PAI,PROG,7,0,2
566,F,/SFTCMX/I303X_PBO,PROG,7,0,2
567,J,/SFTCMX/I303X_TOP,PROG,7,0,2
568,G,/SFTCMX/I304X,PROG,7,0,2
569,H,/SFTCMX/I305X,PROG,7,0,2
570,F,/SFTCMX/I306X,PROG,7,0,2
571,I,/SFTCMX/I307X,PROG,7,0,2
572,D,/SFTCMX/I400X,PROG,7,0,2
573,C,/SFTCMX/I401X,PROG,7,0,2
574,A,/SFTCMX/I402X,PROG,7,0,2
575,I,/SFTCMX/I501X,PROG,7,0,2
576,F,/SFTCMX/I502X,PROG,7,0,2
577,J,/SFTCMX/I503X,PROG,7,0,2
578,B,/SFTCMX/IMPORT,FUGR,7,0,2
579,H,/SFTCMX/M001,PROG,7,0,2
580,F,/SFTCMX/MASTER,FUGR,7,0,2
581,B,/SFTCMX/MZSWMM001_FORM,PROG,5,0,2
582,H,/SFTCMX/MZSWMM001_PAI,PROG,5,0,2
583,D,/SFTCMX/MZSWMM001_PBO,PROG,5,0,2
584,F,/SFTCMX/MZSWMM001F01,PROG,5,0,2
585,H,/SFTCMX/MZSWMM001I01,PROG,5,0,2
586,C,/SFTCMX/MZSWMM001O01,PROG,5,0,2
587,A,/SFTCMX/MZSWMM001TOP,PROG,5,0,2
588,A,/SFTCMX/O100,PROG,7,0,2
589,F,/SFTCMX/O101X,PROG,7,0,2
590,C,/SFTCMX/O102X,PROG,7,0,2
591,F,/SFTCMX/O103X,PROG,7,0,2
592,B,/SFTCMX/O104X,PROG,7,0,2
593,A,/SFTCMX/O105X,PROG,7,0,2
594,F,/SFTCMX/O106X,PROG,7,0,2
595,G,/SFTCMX/O107X,PROG,7,0,2
596,E,/SFTCMX/O203X,PROG,7,0,2
597,A,/SFTCMX/O204X,PROG,7,0,2
598,G,/SFTCMX/O302X,PROG,7,0,2
599,C,/SFTCMX/O303X,PROG,7,0,2
600,D,/SFTCMX/O305X,PROG,7,0,2
601,D,/SFTCMX/O306X,PROG,7,0,2
602,J,/SFTCMX/O401X,PROG,7,0,2
603,E,/SFTCMX/O402X,PROG,7,0,2
604,A,/SFTCMX/O501X,PROG,7,0,2
605,E,/SFTCMX/O502X,PROG,7,0,2
606,J,/SFTCMX/O504X,PROG,7,0,2
607,B,/SFTCMX/O507X,PROG,7,0,2
608,F,/SFTCMX/O601X,PROG,7,0,2
609,F,/SFTCMX/O602X,PROG,7,0,2
610,D,/SFTCMX/O603X,PROG,7,0,2
611,J,/SFTCMX/O604X,PROG,7,0,2
612,F,/SFTCMX/O606X,PROG,7,0,2
613,G,/SFTCMX/SAPMZSWMM001,PROG,7,0,2
614,B,/SFTCMX/SISCOSER,FUGR,7,0,2
615,H,/SFTCMX/VERSION,PROG,7,0,2
616,A,/SFTCST/DI308FX,REPS,5,0,2
617,E,/SFTCST/EXIT_I302X,REPS,21,0,2
618,G,/SFTCST/EXIT_I306X,REPS,6,0,2
619,H,/SFTCST/EXIT_I502X,REPS,8,0,2
620,G,/SFTCST/EXIT_O101X,REPS,9,0,2
621,B,/SFTCST/EXIT_O302X,REPS,5,0,2
622,E,/SFTCST/EXIT_O305X,REPS,9,0,2
623,E,/SFTCST/EXIT_O501X,REPS,11,0,2
624,D,/SFTCST/EXIT_O502X,REPS,19,0,2
625,F,/USE/CL_BOD1_MOD_DEF,CLAS,10,2,2
626,J,/USE/CL_PDS3_GEN_MOD_DEF,CLAS,10,2,2
627,F,/USE/PDS3_GEN_MOD_DEFINITION,PROG,10,2,2
628,J,/XEIT/CL_EX_BFCI,CLAS,6,0,2
629,I,/XEIT/CLEGRTXCP               GET_DATA_TAXBRA,METH,5,0,2
630,D,/XEIT/IF_EX_BFCI,INTF,6,0,2
631,H,/XEIT/IFCIBOM,REPS,6,0,2
632,D,/XEIT/IGRVW_F01,REPS,5,0,2
633,A,/XEIT/LGF_FCIJBF01,REPS,5,0,2
634,J,0VTR,FUGR,6,0,3
635,A,BAPI_J_1B_NF_CREATEFROMDATA,FUNC,8,0,3
636,G,CALCULATE_TAX_DOCUMENT,FUNC,5,0,3
637,A,CL_EX_CL_NFE_PRINT,CLAS,6,0,3
638,H,CL_HU_AUDIT_FUNCTION_LOGISTIC IF_EX_HU_AUDIT_REPORT~ADJUST_INVOICE_DETAILS,METH,6,0,3
639,G,CL_HU_AUDIT_FUNCTION_LOGISTIC IF_EX_HU_AUDIT_REPORT~OTHERS_GET_INVOICE_DETAILS,METH,12,2,3
640,B,CL_HU_AUDIT_FUNCTION_LOGISTIC IF_EX_HU_AUDIT_REPORT~SD_GET_INVOICE_DETAILS,METH,7,3,3
641,J,CL_HU_AUDIT_REPORT            TRANSFORM_AND_CALCULATE_DATA,METH,6,1,3
642,F,CL_IM_IM_CORE_CHECK           IF_EX_BADI_SD_SALES~SAVE_DOCUMENT_PREPARE_PART2,METH,13,1,3
643,E,CL_IM_INDIA_TAX_CONDITIONS    IF_EX_TAX_CONDITIONS~FILL_KOMK_KOMP,METH,5,0,3
644,J,CL_J_1BNF_CONSISTENCY_CHECK,CLSD,9,0,3
645,G,CL_J_1BNF_CONSISTENCY_CHECK   CHK_ALL,METH,5,0,3
646,H,CL_J_1BNF_CONSISTENCY_CHECK   CHK_EXEMPT_REASON,METH,5,0,3
647,G,CL_J_1BNFW_SCREEN_CONTROL,CLSD,5,0,3
648,D,CL_J3RF_DI_ARCLOG             ARCLOG_TO_PROCESS,METH,6,3,3
649,E,CL_J3RF_DI_ARCLOG             GET_XSTRING_ENCODING,METH,6,3,3
650,C,CL_J3RF_DI_ARCLOG             J_3RF_CONV_XSTRING_TO_STRING,METH,6,3,3
651,D,CL_J3RF_DI_REGINV,CLSD,6,3,3
652,E,CL_J3RF_DI_REGINV             SEND_XML_INVOICES,METH,6,3,3
653,G,CL_J3RF_DIGINV_PROCESSOR,CLSD,9,5,3
654,A,CL_J3RF_DIGINV_PROCESSOR      ADD_LOG_ENTRY_BY_EXC,METH,6,3,3
655,G,CL_J3RF_DIGINV_PROCESSOR      CLASS_CONSTRUCTOR,METH,6,3,3
656,E,CL_J3RF_DIGINV_PROCESSOR      DETERMINE_DOCUMENT_TYPE,METH,6,3,3
657,F,CL_J3RF_DIGINV_PROCESSOR      DYNAMIC_TG_SEND_DATA,METH,6,3,3
658,E,CL_J3RF_DIGINV_PROCESSOR      FILENAME_KND_TO_DOCTYPE,METH,6,3,3
659,J,CL_J3RF_DIGINV_PROCESSOR      FIND_SETTING_FOR_DOC,METH,6,3,3
660,J,CL_J3RF_DIGINV_PROCESSOR      GENERATE_FILENAME,METH,7,4,3
661,I,CL_J3RF_DIGINV_PROCESSOR      GET_CAPABILITIES,METH,8,5,3
662,J,CL_J3RF_DIGINV_PROCESSOR      GET_CCODE,METH,5,3,3
663,I,CL_J3RF_DIGINV_PROCESSOR      GET_DEFAULT_TRANSF,METH,7,4,3
664,E,CL_J3RF_DIGINV_PROCESSOR      GET_SIGNER_INFO,METH,7,4,3
665,D,CL_J3RF_DIGINV_PROCESSOR      PROCESS_INCOMING_ACKD,METH,5,3,3
666,H,CL_J3RF_DIGINV_PROCESSOR      PROCESS_INCOMING_INVOICE,METH,5,3,3
667,G,CL_J3RF_DIGINV_PROCESSOR      PROCESS_OUTGOING,METH,6,3,3
668,J,CL_J3RF_DIGINV_PROCESSOR      SIGNATURE_TO_XML,METH,6,3,3
669,A,CL_J3RF_DIGINV_PROCESSOR      TRANSFORM_TO_XML,METH,6,3,3
670,E,CL_J3RF_DIGITAL_INVOICE_BADI,CLSD,7,4,3
671,C,CL_J3RF_DIGITAL_INVOICE_BADI  IS_PROCESSABLE,METH,6,3,3
672,A,CL_J3RF_DIGITAL_INVOICE_BADI  J_3RF_DIGITAL_INVOICE_BADI_IF~COMPLETE_RECEIVING,METH,6,3,3
673,J,CL_J3RF_DIGITAL_INVOICE_BADI  J_3RF_DIGITAL_INVOICE_BADI_IF~SIGN,METH,7,4,3
674,G,CL_R3E_MRP_PRODVER            IF_EX_MD_MODIFY_PRODVERS~MODIFY_PRODUCTION_VERSION,METH,6,0,3
675,E,CL_TAX_CALC_BR,CLSD,8,0,3
676,D,CL_TAX_CALC_BR                CALC_ICMS_CONSUM,METH,5,0,3
677,J,CL_TAX_CALC_BR                CALCULATE_ICMS_PARTILHA,METH,5,0,3
678,J,CL_TAX_CALC_BR                CALCULATE_TAXES,METH,7,0,3
679,C,CL_TAX_CALC_BR                DETERMINE_ICMS_PARTILHA_ICMSRA,METH,5,0,3
680,C,CL_TAX_CALC_BR                GET_CALC_BASE,METH,5,0,3
681,F,CL_TAX_CALC_BR                GET_RESULT,METH,8,0,3
682,G,CL_TAX_CALC_BR                GET_TAX_DATA,METH,6,0,3
683,C,CL_TAX_CALC_BR_MM,CLSD,7,0,3
684,I,CL_TAX_CALC_BR_MM             FILL_BASE_NON_DEDUCT,METH,5,0,3
685,G,CL_TAX_CALC_BR_SD             CALC_ICMS_CONSUM,METH,5,0,3
686,I,CL_TAX_CALC_BR_SD             GET_CALC_BASE,METH,5,0,3
687,F,CO_ZA_AVAIL_CHK_ORDER_MULTI,FUNC,5,0,3
688,D,CREATE_BSET_ITEM,FUNC,5,0,3
689,A,CS_MD_PRST_STZU_LESEN,FUNC,7,0,3
690,A,ES_J1B_ICMS_PARTILHA,ENHS,5,0,3
691,J,EZTDDK_BOXES,ENQU,7,0,3
692,J,FI_CHECK_ZTERM,FUNC,7,0,3
693,G,FI_F4_ZTERM,FUNC,5,0,3
694,H,FMCV1618,REPS,9,1,3
695,E,FMCV2624,REPS,5,0,3
696,C,FMCV2625,REPS,5,0,3
697,D,FPAYM_SEL,REPS,6,0,3
698,J,FV50UZXX,REPS,6,3,3
699,D,I_RFUMS_SELECTION_FORMS,REPS,5,1,3
700,D,IDOC_INPUT_DESADV1,FUNC,5,0,3
701,A,IDPRCNINVOICE,REPS,5,0,3
702,C,IDPRCNINVOICE,REPT,5,0,3
703,A,IF_EX_BADI_INDIA_GST_DETAILS,INTF,6,1,3
704,J,IF_EX_BADI_J1B_ICMS_PARTILHA,INTF,5,0,3
705,B,IF_EX_CL_NFE_PRINT,INTF,8,0,3
706,B,IF_J_1BNF_ADD_DATA,INTF,5,0,3
707,E,INTFYII_II_ORDER_ENTRY,SPRX,7,0,3
708,C,INTFYII_II_ORDER_MODIFY_SIMULATE,SPRX,6,0,3
709,D,INTFYII_II_ORDER_VALIDATE,SPRX,10,0,3
710,F,INTFYII_II_PRICE_AVAILABILITY,SPRX,6,0,3
711,I,INTFZCLII_II_VENDOR_RECEIVING_INVO,SPRX,7,0,3
712,F,INTFZII_II_NPPVENDOR_PORTAL,SPRX,6,5,3
713,F,INTFZII_II_VENDOR_PAYMENTS_EI,SPRX,7,0,3
714,B,J_1A_DET_CHARACTER,FUNC,5,0,3
715,A,J_1AF205,REPS,5,0,3
716,H,J_1B_CBT_CONSIST_CL10,REPS,6,0,3
717,H,J_1B_CBT_CONSIST_CL11,REPS,6,0,3
718,G,J_1B_CBT_CONSIST_CL12,REPS,6,0,3
719,C,J_1B_CBT_CONSIST_CL8,REPS,7,0,3
720,J,J_1B_CHECK_CBT_CL3,REPS,7,0,3
721,E,J_1B_GEN_TAX_COND_BACK_TOP,REPS,7,0,3
722,B,J_1B_GET_NEW_TAXAMOUNTS,FUNC,5,0,3
723,C,J_1B_IM_NF_CHECK_RETURN_MD,FUNC,7,0,3
724,F,J_1B_MAP_CONDITION_VALUES,FUNC,5,0,3
725,G,J_1B_MIGRATE_TAX_RATES_CL1,REPS,10,0,3
726,H,J_1B_MIGRATE_TAX_RATES_F01,REPS,5,0,3
727,F,J_1B_MIGRATE_TAX_RATES_I01,REPS,5,0,3
728,J,J_1B_MIGRATE_TAX_RATES_TOP,REPS,9,0,3
729,H,J_1B_NF_BRANCH_READ,FUNC,6,0,3
730,I,J_1B_NF_CUSTOMER_READ,FUNC,6,0,3
731,C,J_1B_NF_DOC_INSERT_FROM_OBJECT,FUNC,12,0,3
732,D,J_1B_NF_DOC_UPDATE_FROM_OBJECT,FUNC,9,0,3
733,I,J_1B_NF_DOCUMENT_CANCEL,FUNC,6,0,3
734,F,J_1B_NF_DOCUMENT_UPDATE,FUNC,5,0,3
735,E,J_1B_NF_INVOICE,FUNC,5,0,3
736,D,J_1B_NF_IV_MATKL_DETERMINE,FUNC,6,0,3
737,H,J_1B_NF_IV_POSTING,FUNC,6,0,3
738,F,J_1B_NF_MAP_TO_XML,FUNC,10,0,3
739,F,J_1B_NF_OBJECT_ADD,FUNC,6,0,3
740,A,J_1B_NF_OBJECT_EDIT_NEW,FUNC,9,0,3
741,B,J_1B_NF_VALUE_DETERMINATION,FUNC,12,0,3
742,J,J_1B_NF_VALUE_DETERMINATION_I,FUNC,11,0,3
743,F,J_1B_NF_VENDOR_READ,FUNC,6,0,3
744,J,J_1B_NFE,FUGR,6,0,3
745,H,J_1B_NFE_FILL_MONITOR_TABLE,FUNC,5,0,3
746,I,J_1B_NFE_OUT_OK,FUNC,5,0,3
747,D,J_1B_NFE_SEND_C_NFE,FUNC,5,0,3
748,C,J_1B_NFE_SEND_REQUESTS_CHECK,FUNC,5,0,3
749,I,J_1B_NFE_SET_ACTION_INDICATOR,FUNC,5,0,3
750,C,J_1B_NFE_SET_NUMBER,FUNC,7,0,3
751,C,J_1B_NFE_XML_IN,FUNC,5,0,3
752,E,J_1B_READ_TXIC1,FUNC,5,0,3
753,B,J_1BCALCULATE_TAXES,FUNC,11,0,3
754,C,J_1BCUSTNEW,FUGR,5,0,3
755,D,J_1BFG_CEST,FUGR,5,0,3
756,C,J_1BFG_PARTILHA,FUGR,5,0,3
757,H,J_1BLB01,REPS,6,0,3
758,C,J_1BNF_FILL_ADDITIONAL_FIELDS,FUNC,8,0,3
759,C,J_1BNF_MERGE_BADI_FIELDS,FUNC,8,0,3
760,A,J_1BNFE_CUST02,FUGR,5,0,3
761,C,J_1BNFE_EVENT_IN,FUNC,5,0,3
762,I,J_1BNFE_MONITOR,REPS,10,0,3
763,B,J_1BNFE_MONITOR,REPT,7,0,3
764,B,J_1BNFE_MONITOR_F01,REPS,9,0,3
765,B,J_1BNFE_MONITOR_F02,REPS,5,0,3
766,D,J_1BNFE_MONITOR_F13,REPS,8,0,3
767,A,J_1BNFE_MONITOR_F14,REPS,7,0,3
768,G,J_1BNFE_MONITOR_F19,REPS,5,0,3
769,J,J_1BNFE_MONITOR_F30,REPS,6,0,3
770,B,J_1BNFE_MONITOR_I02,REPS,6,0,3
771,J,J_1BNFECHECKNUMBERRANGES,REPT,5,0,3
772,H,J_1BNFECHECKNUMBERRANGES_F11,REPS,10,0,3
773,G,J_1BNFEXMLOUT,REPS,5,0,3
774,C,J_1BNFPR,REPS,5,0,3
775,F,J_1BNFPR_ADOBE,REPS,5,0,3
776,F,J_1BNFPR_SF,REPS,5,0,3
777,I,J_1I_VAT_TAX_ACCOUNT_DETRMINE,FUNC,7,1,3
778,G,J_1I4_COPY_TAX_ITEM_INDEX,FUNC,5,0,3
779,H,J_1IG_CUSTOMER_SUBSCR,FUGR,5,0,3
780,B,J_1IG_ITEM_SCR_VALIDATE,FUGR,5,0,3
781,A,J_1IG_IV_ITEM,FUGR,5,0,3
782,C,J_1IG_LIV_GST_VALIDATIONS,ENHO,5,1,3
783,J,J_1IG_SUB_FORMS,REPS,5,1,3
784,A,J_1IG_VENDOR_SUBSCR,FUGR,5,0,3
785,D,J_1UF_CORRECTION_PODATK_NAKL,REPS,6,0,3
786,I,J_1UF_CORRECTION_PODATK_NAKL,REPT,5,0,3
787,G,J_1UF_PODATK_NAKL_CORR_FORMS,REPS,5,0,3
788,C,J_1UF_PODATK_NAKL_CORR_SELECT,REPS,5,0,3
789,C,J_1UF_PODATKOVA_NACLADNA,REPS,6,0,3
790,F,J_1UF_PODATKOVA_NACLADNA,REPT,5,0,3
791,F,J_1UF_REGISTER_EVE,REPS,6,0,3
792,C,J_1UF_REGISTER_FRM,REPS,5,0,3
793,J,J_1UF_REGISTER_TOP,REPS,6,0,3
794,B,J_1UF_VATDECL_TOP,REPS,5,0,3
795,J,J_1UFKORI00,REPS,6,0,3
796,G,J_1UFKORI01,REPS,6,0,3
797,F,J_1UFTAX21,REPS,5,0,3
798,D,J_1UFTAX21_FORMS,REPS,5,0,3
799,J,J_1UFTAX21_FORMS07,REPS,5,0,3
800,G,J_1UFTAX21_FORMS08,REPS,5,0,3
801,F,J_1UFTAX21_TOP,REPS,5,0,3
802,E,J_3RCL_IM_F_FBCJ_PROC         IF_EX_AC_DOCUMENT~CHANGE_INITIAL,METH,6,0,3
803,G,J_3RF_CORRINV_A,REPS,5,2,3
804,B,J_3RF_DI_ARCLOG,REPT,5,3,3
805,J,J_3RF_DIGITAL_INVOICE,ENHS,6,3,3
806,C,J_3RF_DIGITAL_INVOICE_BADI_IF,INTF,9,6,3
807,C,J_3RF_REGINV,REPS,7,3,3
808,D,J_3RF_REGINV_ALV,REPS,11,6,3
809,I,J_3RF_REGINV_EVE,REPS,7,3,3
810,H,J_3RF_REGINV_PRN,REPS,5,2,3
811,E,J_3RF_REGINV_SEL,REPS,7,3,3
812,H,J_3RF_REGINV_TOP,REPS,7,3,3
813,J,J_3RF_TRANSF_01,CLSD,8,5,3
814,A,J_3RF_TRANSF_01               ENALST_TO_INALST,METH,5,3,3
815,F,J_3RF_TRANSF_01               INALST_TO_ENALST,METH,5,3,3
816,D,J_3RV_CORRINV_A,REPS,5,2,3
817,G,J_BNFECALLRFC,REPS,11,0,3
818,I,J1BISSCUST,FUGR,7,0,3
819,A,J1BQ,FUGR,6,0,3
820,H,J1BV,FUGR,15,0,3
821,B,J1BW,FUGR,10,0,3
822,H,J3RF_DI_READ_ARCHIVE,FUNC,6,3,3
823,H,J3RF_DI_VIEW_XML,FUNC,6,3,3
824,I,KESS,FUGR,6,0,3
825,F,L_SUB_INITIATION_FOR_TO,FUNC,5,0,3
826,C,LATP2TME,REPS,5,0,3
827,I,LCOSDF12,REPS,5,0,3
828,C,LEINBF0Q,REPS,6,0,3
829,J,LEINMF2E,REPS,7,0,3
830,D,LEINMF2O,REPS,7,0,3
831,F,LFACIF65,REPS,6,1,3
832,H,LFACIF87,REPS,5,0,3
833,D,LFACIFOD,REPS,8,3,3
834,C,LFCPDF00,REPS,6,0,3
835,F,LFCPDI00,REPS,6,0,3
836,A,LGD23F01,REPS,27,8,4
837,D,LJ_1B_NFE_EVENTF03,REPS,5,0,3
838,J,LJ_1B_NFEF14,REPS,5,0,3
839,H,LJ_1B_NFEF15,REPS,11,0,3
840,I,LJ_1B_NFEF21,REPS,5,0,3
841,G,LJ_1B_NFEF41,REPS,6,0,3
842,D,LJ_1B_NFEF45,REPS,10,0,3
843,B,LJ_1B_NFEF72,REPS,7,0,3
844,B,LJ_1B_NFEF73,REPS,7,0,3
845,H,LJ_1B_NFEF79,REPS,10,0,3
846,A,LJ_1B_NFEF80,REPS,6,0,3
847,C,LJ_1B_NFEF82,REPS,7,0,3
848,E,LJ_1B_NFEF86,REPS,6,0,3
849,A,LJ_1B_NFETOP,REPS,11,0,3
850,G,LJ1BB2F05,REPS,5,0,3
851,D,LJ1BB2F1O,REPS,6,0,3
852,F,LJ1BB2F1V,REPS,6,0,3
853,H,LJ1BB2F1W,REPS,5,0,3
854,H,LJ1BB2F21,REPS,5,0,3
855,I,LJ1BB2F30,REPS,5,0,3
856,F,LJ1BB2FA3,REPS,6,0,3
857,B,LJ1BB2FF0,REPS,6,0,3
858,J,LJ1BB2I02,REPS,10,0,3
859,H,LJ1BB2I06,REPS,8,0,3
860,J,LJ1BB2I12,REPS,5,0,3
861,F,LJ1BB2I14,REPS,5,0,3
862,J,LJ1BB2IA2,REPS,7,0,3
863,D,LJ1BB2IB6,REPS,5,0,3
864,I,LJ1BB2IE2,REPS,7,0,3
865,B,LJ1BB2O06,REPS,8,0,3
866,J,LJ1BB2TOP,REPS,13,0,3
867,E,LJ1BBF2G,REPS,9,0,3
868,H,LJ1BBF2H,REPS,6,0,3
869,G,LJ1BBTOP,REPS,7,0,3
870,A,LJ1BCONDTAXF01,REPS,8,0,3
871,E,LJ1BFF01,REPS,20,2,3
872,J,LJ1BFF13,REPS,6,0,3
873,I,LJ1BFTF1,REPS,11,2,3
874,H,LJ1BFTOP,REPS,9,1,3
875,G,LJ1BGF01,REPS,18,0,3
876,H,LJ1BGF02,REPS,6,0,3
877,I,LJ1BGF06,REPS,6,0,3
878,I,LJ1BGTOP,REPS,9,0,3
879,A,LJ1BIF01,REPS,12,0,3
880,J,LJ1BIF02,REPS,15,0,3
881,G,LJ1BIF27,REPS,8,0,3
882,F,LJ1BITOP,REPS,10,0,3
883,F,LJ1BNTF1,REPS,5,0,3
884,E,LJ1BQF03,REPS,5,0,3
885,F,LJ1BRF01,REPS,7,0,3
886,A,LJ1BRF02,REPS,9,0,3
887,B,LJ1BRF13,REPS,5,0,3
888,E,LJ1BRTOP,REPS,8,0,3
889,E,LJ1BWF03,REPS,5,0,3
890,J,LJ1IEXGMPAI,REPS,5,0,3
891,E,LKO71F80,REPS,6,0,3
892,F,LL03AF0S,REPS,6,3,3
893,H,LL04IF00,REPS,6,0,3
894,I,LM61NTOP,REPS,5,4,3
895,G,LM61XF1I,REPS,11,4,3
896,D,LMBBEI00,REPS,6,1,3
897,H,LMEGUICII,REPS,10,2,3
898,G,LMEGUIO01,REPS,5,0,3
899,H,LMEMFSF17,REPS,5,0,3
900,G,LMEPOF00,REPS,5,1,3
901,J,LMEPOF2I,REPS,5,1,3
902,F,LMEPOF2R,REPS,5,0,3
903,H,LMEPOF2U,REPS,7,0,3
904,C,LMEPOF7X,REPS,6,0,3
905,J,LMEPOF8D,REPS,7,0,3
906,I,LMEREPI02,REPS,11,2,3
907,J,LMIGOJB2,REPS,5,0,3
908,I,LMR1MO2S,REPS,5,1,3
